Num;Lat;Lng;Dist (m);MaxSpeed (m/s);Slope (rad);Altitude (m);Duree (s)
50;48.786548;2.04868;396.75795161746987;11.115384615384617;0.013477512090358853;164.3848419189453;2345.4
51;48.786587;2.0487595;404.0194545777539;11.115384615384617;-0.004837272614237656;164.3497161865234;2345.4
52;48.786626;2.048839;411.28095390785495;11.115384615384617;-0.00794520330067355;164.2920227050781;2345.4
53;48.78666375;2.04891475;418.2392795818021;11.115384615384617;-0.003515197532691555;164.2675628662109;2345.4
54;48.7867015;2.0489905;425.197601925715;11.115384615384617;0.016760992048896348;164.3841857910156;2345.4
55;48.78673925;2.04906625;432.1559209400432;11.115384615384617;0.0503413781000798;164.7343292236328;2345.4
56;48.786777;2.049142;439.1142366252364;11.115384615384617;0.06314442445036748;165.1734161376953;2345.4
57;48.78682111111111;2.0492305555555554;447.24747573674;11.115384615384617;0.04512807324662229;165.5403289794922;2345.4
58;48.786865222222225;2.049319111111111;455.3807102995913;11.115384615384617;0.0038253841739903276;165.5714416503906;2345.4
59;48.786909333333334;2.0494076666666667;463.51394031283576;11.115384615384617;0.004981077926070975;165.6119537353516;2345.4
60;48.78695344444444;2.0494962222222224;471.64716577694816;11.115384615384617;0.017859597713902723;165.7572021484375;2345.4
61;48.78699755555556;2.0495847777777776;479.7803866923774;11.115384615384617;-0.00018948676306226213;165.7556610107422;2345.4
62;48.78704166666667;2.0496733333333332;487.91360305822093;11.115384615384617;0.03097573759382855;166.0075531005859;2345.4
63;48.787085777777776;2.049761888888889;496.0468148749276;11.115384615384617;0.022393228260446926;166.1896667480469;2345.4
64;48.78712988888889;2.0498504444444445;504.18002214297223;11.115384615384617;0.013928688802323072;166.3029479980469;2345.4
65;48.787174;2.049939;512.3132248614004;11.115384615384617;7.692054087193582e-05;166.3035736083984;2345.4
66;48.787203;2.049999;517.7648802404716;11.115384615384617;-0.012178435309075008;166.2371826171875;2345.4
67;48.787246;2.050082;525.500296183024;11.115384615384617;-0.0158681642090955;166.1144409179688;2345.4
68;48.787223;2.050139;530.3971256195834;11.115384615384617;0.015393918888257401;166.1898193359375;2345.4
69;48.78721;2.050204;535.3736952515202;11.115384615384617;0.011786460870986261;166.2484741210938;2345.4
70;48.78721;2.050272;540.3554840957433;11.115384615384617;0.012542960291117065;166.3109588623047;2345.4
71;48.787161;2.050329;547.2202465906784;11.115384615384617;0.022767578656008064;166.4672393798828;2345.4
72;48.787112;2.050386;554.0850115654424;11.115384615384617;0.03606113375116549;166.7147369384766;2345.4
73;48.787048;2.0504582142857144;562.9525995974517;11.115384615384617;-0.010699748391507148;166.6198577880859;2345.4
74;48.786984000000004;2.0505304285714288;571.8201916544414;11.115384615384617;-0.06116902223805746;166.0777740478516;2345.4
75;48.78692;2.050602642857143;580.687787737679;11.115384615384617;-0.045958098847136655;165.6703796386719;2345.4
76;48.786856;2.050674857142857;589.5553878465104;11.115384615384617;-0.03625350102035081;165.3489685058594;2345.4
77;48.786792;2.0507470714285714;598.4229919809737;11.115384615384617;-0.030244792402023244;165.080810546875;2345.4
78;48.786728000000004;2.0508192857142857;607.290600140415;11.115384615384617;-0.011312342289188591;164.9804992675781;2345.4
79;48.786664;2.0508915;616.1582123261016;11.115384615384617;-0.0004904088007047325;164.9761505126953;2345.4
80;48.7866;2.0509637142857144;625.025828537399;11.115384615384617;0.005453026047983523;165.0245056152344;2345.4
81;48.786536000000005;2.051035928571429;633.8934487736723;11.115384615384617;0.005105431064778818;165.0697784423828;2345.4
82;48.786472;2.051108142857143;642.761073036189;11.115384615384617;0.0026654142693309174;165.0934143066406;2345.4
83;48.786408;2.051180357142857;651.6287013242951;11.115384615384617;-0.0014884315155867442;165.0802154541016;2345.4
84;48.786344;2.0512525714285714;660.4963336380288;11.115384615384617;-0.0027600522738365535;165.0557403564453;2345.4
85;48.786280000000005;2.051324785714286;669.3639699767359;11.115384615384617;-0.00265852770358521;165.0321655273438;2345.4
86;48.786216;2.051397;678.231610341684;11.115384615384617;-0.005317071783112783;164.9850158691406;2345.4
87;48.786163;2.0514666666666668;686.027899181616;11.115384615384617;-0.014693125604603868;164.8704681396484;2345.4
88;48.78611;2.0515363333333334;693.8241915505449;11.115384615384617;-0.01885859847975928;164.7234497070312;2345.4
89;48.786057;2.051606;701.6204874484699;11.115384615384617;-0.016519388038000373;164.5946655273438;2345.4
90;48.786004000000005;2.0516756666666667;709.416786874793;11.115384615384617;-0.00986436511582581;164.5177612304688;2345.4
91;48.785951000000004;2.0517453333333333;717.2130898307081;11.115384615384617;-0.010396741661678966;164.4367065429688;2345.4
92;48.785898;2.051815;725.009396315617;11.115384615384617;-0.006813002508907993;164.3835906982422;2345.4
93;48.78584566666667;2.0518886666666667;732.9461207313695;11.115384615384617;0.00057099886054828;164.3881225585938;2345.4
94;48.78579333333334;2.0519623333333334;740.8828489738474;11.115384615384617;0.004275773245774731;164.4220581054688;2345.4
95;48.785741;2.052036;748.8195810442082;11.115384615384617;0.0020648235259557663;164.4384460449219;2345.4
96;48.7857025;2.0521112500000003;755.7996427226279;11.115384615384617;0.001934658655823269;164.4519500732422;2345.4
97;48.785664;2.0521865000000004;762.7797077416798;11.115384615384617;0.0030255013703984323;164.4730682373047;2345.4
98;48.7856255;2.05226175;769.7597761008525;11.115384615384617;0.0029839647561976414;164.493896484375;2345.4
99;48.785587;2.052337;776.7398478011656;11.115384615384617;0.005412687407791192;164.5316772460938;2345.4
100;48.78554575;2.0524375;785.414690145387;11.115384615384617;0.004647215962025628;164.5719909667969;2345.4
101;48.7855045;2.052538;794.0895376262109;11.115384615384617;0.007741300529793015;164.6391448974609;2345.4
102;48.78546325;2.0526385;802.7643902444158;11.115384615384617;0.007962932759309056;164.7082214355469;2345.4
103;48.785422;2.052739;811.4392479996094;11.115384615384617;0.011296326721660147;164.8062133789062;2345.4
104;48.78539;2.0528445;819.948320788234;11.115384615384617;0.010919240582878785;164.8991241455078;2345.4
105;48.785358;2.05295;828.4573980538623;11.115384615384617;0.015418859509752612;165.0303192138672;2345.4
106;48.785340500000004;2.0530495;836.0024459727007;11.115384615384617;0.019986273686025523;165.1811065673828;2345.4
107;48.785323;2.053149;843.547496347761;11.115384615384617;0.033241544473025464;165.4318695068359;2345.4
108;48.78530625;2.05325975;851.8725443593823;11.115384615384617;0.018740431427227512;165.5878753662109;2345.4
109;48.7852895;2.0533704999999998;860.1975950105259;13.849809885931558;-0.004917627264637323;165.5469360351562;2345.4
110;48.78527275;2.05348125;868.5226483012545;13.849809885931558;0.011798495528977812;165.6451568603516;2345.4
111;48.785256;2.053592;876.8477042315359;13.849809885931558;0.012188922302238942;165.7466278076172;2345.4
112;48.78524625;2.0537027500000002;885.0338517494101;13.849809885931558;0.0068613524408140955;165.8027954101562;2345.4
113;48.785236499999996;2.0538135;893.2200008298844;13.849809885931558;0.011543862513771909;165.8972930908203;2345.4
114;48.78522675;2.0539242499999997;901.4061514727813;13.849809885931558;0.001431534125589141;165.9090118408203;2345.4
115;48.785217;2.054035;909.5923036782375;13.849809885931558;-0.0027232719128429733;165.88671875;2345.4
116;48.785221;2.0541519999999998;918.1757826069362;13.849809885931558;0.006476180297673414;165.9423065185547;2345.4
117;48.785225;2.0542689999999997;926.7592608533218;13.849809885931558;-0.00953391190760145;165.8604736328125;2345.4
118;48.785229;2.054386;935.3427384174679;13.849809885931558;-0.006543735097480697;165.8043060302734;2345.4
119;48.785233;2.054503;943.9262152992275;13.849809885931558;0.0007057442856897827;165.8103637695312;2345.4
120;48.78524753333333;2.05462;952.6491610001361;13.849809885931558;-0.000888629383885642;165.8026123046875;2345.4
121;48.78526206666667;2.054737;961.3721042616108;13.849809885931558;0.009458447701654146;165.8851165771484;2345.4
122;48.785276599999996;2.054854;970.0950450835368;13.849809885931558;0.0034530681891520396;165.9152374267578;2345.4
123;48.78529113333333;2.054971;978.8179834661422;13.849809885931558;0.009608897193478195;165.9990539550781;2345.4
124;48.785305666666666;2.055088;987.5409194093122;13.849809885931558;0.014832622579905815;166.1284332275391;2345.4
125;48.7853202;2.055205;996.2638529130463;13.849809885931558;0.006990150460901222;166.1894073486328;2345.4
126;48.785334733333336;2.055322;1004.986783977344;13.849809885931558;-0.010147707678945706;166.1008911132812;2345.4
127;48.785349266666664;2.0554390000000002;1013.7097126020902;13.849809885931558;-0.013702489170716743;165.9813690185547;2345.4
128;48.7853638;2.055556;1022.4326387875134;13.849809885931558;-0.0060612719541001244;165.9284973144531;2345.4
129;48.785378333333334;2.055673;1031.1555625334984;13.849809885931558;-0.0029387855804399367;165.9028625488281;2345.4
130;48.78539286666667;2.05579;1039.878483840045;13.849809885931558;-0.006806481978996881;165.8434906005859;2345.4
131;48.785407400000004;2.055907;1048.6014027071524;13.849809885931558;-0.021461760494310613;165.6562957763672;2345.4
132;48.78542193333333;2.0560240000000003;1057.324319134706;13.849809885931558;-0.0022233317305605607;165.6369018554688;2345.4
133;48.78543646666667;2.056141;1066.047233122934;13.849809885931558;0.0003533538745077548;165.6399841308594;2345.4
134;48.785451;2.056258;1074.770144671721;13.849809885931558;0.0005615179655332272;165.6448822021484;2345.4
135;48.78546275;2.05635425;1081.941837207669;13.849809885931558;0.0001617007377295168;165.6460418701172;2345.4
136;48.7854745;2.0564505000000004;1089.1135281202232;13.849809885931558;0.0005659527378955974;165.6501007080078;2345.4
137;48.78548625;2.0565467500000003;1096.285217409319;13.849809885931558;0.001391478473889332;165.6600799560547;2345.4
138;48.785498;2.056643;1103.4569050749885;13.849809885931558;0.0054829627654644384;165.6994018554688;2345.4
139;48.7855105;2.0567415000000002;1110.806053524278;13.849809885931558;0.010167651129823329;165.7741241455078;2345.4
140;48.785523;2.05684;1118.1552002083233;13.849809885931558;0.010342069152100964;165.8501281738281;2345.4
141;48.78553788888889;2.0569565555555553;1126.8535394510059;13.849809885931558;0.003234784861437005;165.8782653808594;2345.4
142;48.785552777777774;2.057073111111111;1135.5518762063618;13.849809885931558;-0.007066053607258418;165.8168029785156;2345.4
143;48.785567666666665;2.0571896666666665;1144.2502104746911;13.849809885931558;-0.012853521441234306;165.7050018310547;2345.4
144;48.78558255555556;2.057306222222222;1152.948542255843;13.849809885931558;-0.016048294980389885;165.5654144287109;2345.4
145;48.78559744444444;2.0574227777777776;1161.6468715496665;13.849809885931558;-0.008336153183434239;165.4929046630859;2345.4
146;48.78561233333333;2.057539333333333;1170.3451983564619;13.849809885931558;-0.0026365974792389815;165.469970703125;2345.4
147;48.785627222222224;2.0576558888888887;1179.043522676078;13.849809885931558;-0.0003718950037842043;165.4667358398438;2345.4
148;48.78564211111111;2.0577724444444443;1187.7418445083645;13.849809885931558;0.00027190444080447463;165.4691009521484;2345.4
149;48.785657;2.057889;1196.440163853621;13.849809885931558;-0.00020875250028470113;165.46728515625;2345.4
150;48.785667000000004;2.05799575;1204.3397319285968;13.849809885931558;0.0001641858217854082;165.4685821533203;2345.4
151;48.785677;2.0581025;1212.2392984605294;13.849809885931558;0.0027370781689174026;165.4902038574219;2345.4
152;48.785686999999996;2.05820925;1220.1388634495297;13.849809885931558;0.0027061730106579633;165.5115814208984;2345.4
153;48.785697;2.058316;1228.0384268957084;13.849809885931558;-0.0005408477537908447;165.5073089599609;2345.4
154;48.785692999999995;2.0583975;1234.025970507705;13.849809885931558;-0.003024981764387349;165.4891967773438;2345.4
155;48.785689;2.058479;1240.0135145942897;13.849809885931558;-0.003695220306177272;165.4670715332031;2345.4
156;48.7856635;2.058567;1247.056703671537;13.849809885931558;-0.024565796889560766;165.2940673828125;2345.4
157;48.785638;2.058655;1254.0998957476045;13.849809885931558;-0.01087150697851364;165.2174987792969;2345.4
158;48.785584;2.05871425;1261.50919010687;13.849809885931558;0.01089656405888387;165.2982330322266;2345.4
159;48.785529999999994;2.0587735;1268.9184872033552;13.849809885931558;-0.006163856605945996;165.2525634765625;2345.4
160;48.785475999999996;2.05883275;1276.3277870357792;13.849809885931558;-0.013814964334893074;165.1502075195312;2345.4
161;48.785422;2.058892;1283.737089604782;13.849809885931558;-0.005327717917042522;165.1107330322266;2345.4
162;48.785361249999994;2.0589615;1292.1963071758748;13.849809885931558;0.004168608190614639;165.14599609375;2345.4
163;48.7853005;2.059031;1300.6555284565645;13.849809885931558;-0.002087004367826782;165.1283416748047;2345.4
164;48.78523975;2.0591005;1309.1147534474815;13.849809885931558;0.0012897206559724821;165.1392517089844;2345.4
165;48.785179;2.05917;1317.573982149256;13.849809885931558;-0.005606251645862459;165.0918273925781;2345.4
166;48.78512;2.0592360000000003;1325.7239442913278;13.849809885931558;-0.01147528897401124;164.9983062744141;2345.4
167;48.785061;2.059302;1333.8739098062508;13.849809885931558;-0.014214615707984561;164.8824615478516;2345.4
168;48.7850405;2.059356;1338.4399130105508;13.849809885931558;-0.03699242678042943;164.7135925292969;2345.4
169;48.78502;2.05941;1343.0059176151494;13.849809885931558;0.025196685902839917;164.8286285400391;2345.4
170;48.7850155;2.0595015;1349.7282954614634;13.849809885931558;0.010480089090410942;164.8990783691406;2345.4
171;48.785011;2.059593;1356.4506739072197;13.849809885931558;0.01220528516071453;164.9811248779297;2345.4
172;48.784989499999995;2.0596695;1362.5440087293246;13.849809885931558;0.01754265981832537;165.0880126953125;2345.4
173;48.784968;2.059746;1368.6373457597442;13.849809885931558;0.0461808997731188;165.3693084716797;2345.4
174;48.7849325;2.0598155;1375.0801461343872;13.849809885931558;0.04451594751652819;165.6560211181641;2345.4
175;48.784897;2.059885;1381.5229493552285;13.849809885931558;0.009885638399679706;165.7197113037109;2345.4
176;48.7848376;2.0599542;1389.8494149186129;13.849809885931558;-0.005807431013562822;165.6713562011719;2345.4
177;48.7847782;2.0600234;1398.1758841365006;13.849809885931558;0.00951481668009232;165.7505798339844;2345.4
178;48.7847188;2.0600926;1406.5023570076376;13.849809885931558;3.481870375763211e-05;165.7508697509766;2345.4
179;48.784659399999995;2.0601618;1414.8288335332768;13.849809885931558;0.002888122595435862;165.7749176025391;2345.4
180;48.7846;2.060231;1423.1553137121641;13.849809885931558;-0.004651058482611269;165.7361907958984;2345.4
181;48.78454333333333;2.060297;1431.097947469577;13.849809885931558;-0.00825132376730897;165.670654296875;2345.4
182;48.784486666666666;2.060363;1439.0405845510597;13.849809885931558;-0.02398368752524301;165.4801788330078;2345.4
183;48.78443;2.060429;1446.983224956572;13.849809885931558;-0.014770130554092308;165.3628692626953;2345.4
184;48.784371375;2.060497125;1455.1934090879352;13.849809885931558;-0.035203917352191055;165.0738983154297;2345.4
185;48.78431275;2.06056525;1463.403596763838;13.849809885931558;-0.04713834362644217;164.6870269775391;2345.4
186;48.784254125;2.060633375;1471.6137879843002;13.849809885931558;-0.021439648837152245;164.5110168457031;2345.4
187;48.784195499999996;2.0607015;1479.8239827492812;13.849809885931558;-0.0069787891352794205;164.4537200927734;2345.4
188;48.784136875;2.060769625;1488.0341810581729;13.849809885931558;-0.003114878698580785;164.4281463623047;2345.4
189;48.78407825;2.06083775;1496.2443829122492;13.849809885931558;-0.004919510906541197;164.3877563476562;2345.4
190;48.784019625;2.060905875;1504.4545883108428;13.849809885931558;-0.019480326715770803;164.2278289794922;2345.4
191;48.783961;2.060974;1512.664797253973;13.849809885931558;-0.016736700807977994;164.0904235839844;2345.4
192;48.78391125;2.0610317499999997;1519.6293456651445;13.849809885931558;-0.008334367449217997;164.0323791503906;2345.4
193;48.7838615;2.0610895;1526.5938966250953;13.849809885931558;-0.0020923321935529915;164.0178070068359;2345.4
194;48.78381175;2.0611472500000003;1533.558450133178;13.849809885931558;-0.0003330200532852987;164.0154876708984;2345.4
195;48.783762;2.061205;1540.5230061887444;13.849809885931558;0.00022566481973786427;164.0170593261719;2345.4
196;48.7837205;2.0612285000000004;1545.4483403033757;13.849809885931558;0.02593644252004687;164.1447906494141;2345.4
197;48.783679;2.061252;1550.3736749156944;13.849809885931558;0.03291931830423015;164.3069000244141;2345.4
198;48.7836365;2.0612335;1555.2899991079096;13.849809885931558;0.030082481230111743;164.4547729492188;2345.4
199;48.783594;2.061215;1560.2063236165875;13.849809885931558;0.049651641303912086;164.6987762451172;2345.4
200;48.783553;2.0612079999999997;1564.794072732658;13.849809885931558;-0.0059502239604540316;164.6714782714844;2345.4
201;48.783512;2.061201;1569.3818218947777;13.849809885931558;-0.011069107140968553;164.6206970214844;2345.4
202;48.783452;2.061215;1576.1319079573707;13.849809885931558;-0.024009161943770885;164.4586486816406;2345.4
203;48.783392;2.061229;1582.8819942055325;13.849809885931558;-0.018062636510875914;164.3367309570312;2345.4
204;48.783344;2.0612605;1588.6969624367769;13.849809885931558;-0.0009262910982602608;164.3313446044922;2345.4
205;48.783296;2.061292;1594.5119315440813;13.849809885931558;0.008622746101835839;164.3814849853516;2345.4
206;48.7832585;2.0613335;1599.6726029580532;13.849809885931558;0.009047762944109923;164.4281768798828;2345.4
207;48.783221;2.061375;1604.8332757112314;13.849809885931558;0.010987482401379383;164.4848785400391;2345.4
208;48.7831745;2.061458;1612.8154880959926;13.849809885931558;0.00793513064503165;164.5482177734375;2345.4
209;48.783128;2.061541;1620.7977047737143;13.849809885931558;-9.557989779801014e-05;164.5474548339844;2345.4
210;48.7831015;2.0616295;1627.9200244876286;13.849809885931558;-0.008640367811707156;164.4859161376953;2345.4
211;48.783075;2.061718;1635.0423473188237;13.849809885931558;-0.0030250584713956783;164.4643707275391;2345.4
212;48.78306166666666;2.061818;1642.5176119221883;13.849809885931558;-0.026457522232758372;164.2666168212891;2345.4
213;48.78304833333333;2.061918;1649.9928784331591;13.849809885931558;-0.0025352188164883146;164.2476654052734;2345.4
214;48.783035;2.062018;1657.4681468521135;13.849809885931558;0.0366014144188162;164.5212097167969;2345.4
215;48.783037;2.062119;1664.8715249055863;13.849809885931558;0.04845793954345805;164.8798217773438;2345.4
216;48.783039;2.06222;1672.2749026643032;13.849809885931558;0.00451579286538243;164.9132537841797;2345.4
217;48.783056;2.0623115;1679.2403029651932;13.849809885931558;-0.004357226601229303;164.8829040527344;2345.4
218;48.783073;2.062403;1686.2057010805445;13.849809885931558;-0.007237989620254088;164.8324890136719;2345.4
219;48.78311;2.062492;1693.9159413232885;13.849809885931558;0.020395307817063817;164.9897308349609;2345.4
220;48.783147;2.062581;1701.62617750035;13.849809885931558;0.009715211328046173;165.0646362304688;2345.4
221;48.783189;2.0626335;1707.6765118137084;13.849809885931558;0.025212328444746905;165.2171630859375;2345.4
222;48.783231;2.062686;1713.726844080585;13.849809885931558;0.04400501749777602;165.4833221435547;2345.4
223;48.783277;2.0627245;1719.5680564746776;13.849809885931558;0.017497837396111965;165.5855255126953;2345.4
224;48.783323;2.062763;1725.4092676209423;13.849809885931558;0.014247773137258689;165.6687469482422;2345.4
225;48.7833765;2.0627804999999997;1731.494801953788;13.849809885931558;0.0006168172163889511;165.6725006103516;2345.4
226;48.78343;2.062798;1737.5803359986687;13.849809885931558;-0.026962692020169654;165.5084381103516;2345.4
227;48.78348;2.0627969999999998;1743.1405650710522;13.849809885931558;-0.024486854794675432;165.3722991943359;2345.4
228;48.78353;2.062796;1748.7007941432635;13.849809885931558;-0.05663090499427803;165.0575866699219;2345.4
229;48.783584000000005;2.0627765;1754.8729519122396;13.849809885931558;-0.05389278160336583;164.7251129150391;2345.4
230;48.783638;2.062757;1761.0451093246154;13.849809885931558;-0.026067325060050786;164.5642395019531;2345.4
231;48.7836785;2.0627205;1766.2826764573356;13.849809885931558;-0.012032365004100857;164.501220703125;2345.4
232;48.783719;2.062684;1771.5202424882043;13.849809885931558;0.019593437458328346;164.6038360595703;2345.4
233;48.783756;2.0626305;1777.2027872452945;13.849809885931558;0.0016836233889974783;164.6134033203125;2345.4
234;48.783793;2.062577;1782.8853300096016;13.849809885931558;-0.0019064963074989405;164.6025695800781;2345.4
235;48.7838235;2.062514;1788.6131090350448;13.849809885931558;-0.002213783739166311;164.5898895263672;2345.4
236;48.783854;2.062451;1794.3408858004386;13.849809885931558;0.008708721377388309;164.6397705078125;2345.4
237;48.783934;2.062437;1803.2954219342162;13.849809885931558;0.021949655714013895;164.8363037109375;2345.4
238;48.783967;2.062431;1806.9910926429884;13.849809885931558;-0.013423223248164489;164.7866973876953;2345.4
239;48.784039;2.0624535;1815.1650828358993;13.849809885931558;-0.012470207369395393;164.6847686767578;2345.4
240;48.784110999999996;2.062476;1823.3390725510774;13.849809885931558;-0.02135910202502375;164.5101928710938;2345.4
241;48.784183;2.0624985;1831.5130617900638;13.849809885931558;-0.005721617962117523;164.4634246826172;2345.4
242;48.784255;2.062521;1839.687050552098;13.849809885931558;0.00821752358340347;164.5305938720703;2345.4
243;48.78432757142857;2.0625434285714284;1847.9222373414402;13.849809885931558;-0.00029275458687363465;164.5281829833984;2345.4
244;48.784400142857145;2.062565857142857;1856.1574236574102;13.849809885931558;-0.014104568991901288;164.4120330810547;2345.4
245;48.78447271428571;2.0625882857142854;1864.3926094984595;13.849809885931558;-0.026758741716597388;164.1916961669922;2345.4
246;48.78454528571429;2.0626107142857144;1872.6277948661432;13.849809885931558;-0.03878674323256973;163.8723602294922;2345.4
247;48.784617857142855;2.062633142857143;1880.8629797589003;13.849809885931558;-0.025843106592747443;163.6595611572266;2345.4
248;48.78469042857143;2.0626555714285715;1889.0981641782857;13.849809885931558;-0.04208942424023519;163.3130493164062;2345.4
249;48.784763;2.062678;1897.333348122751;13.849809885931558;-0.05698830339721044;162.843994140625;2345.4
250;48.784825749999996;2.0626915;1904.3805835969974;13.849809885931558;-0.03256194599348436;162.6145629882812;2345.4
251;48.784888499999994;2.0627050000000002;1911.4278188976723;13.849809885931558;0.02645986594909947;162.8010101318359;2345.4
252;48.78495125;2.0627185;1918.4750540255534;13.849809885931558;0.038634906051514574;163.0732116699219;2345.4
253;48.785014;2.062732;1925.5222889790853;13.849809885931558;0.0025657843108110906;163.0912933349609;2345.4
254;48.785090249999996;2.0627345;1934.0028803105997;13.849809885931558;-0.029953162050301345;162.8373107910156;2345.4
255;48.7851665;2.0627370000000003;1942.4834716368941;13.849809885931558;-0.017340337965623828;162.6902618408203;2345.4
256;48.78524275;2.0627395;1950.9640629563876;13.849809885931558;-0.0038576230898667387;162.6575469970703;2345.4
257;48.785319;2.062742;1959.4446542698704;13.849809885931558;0.003299848901290889;162.6855316162109;2345.4
