ResolutionVector;RouteTimeVector;TotalTimeVector;TotalDistanceVector;TotalNodesVector
151;0.7038402557373047;1.1909096240997314;47076;693
151;1.3827393054962158;1.8003528118133545;47076;693
151;0.5618438720703125;1.4436180591583252;47076;693
151;0.5691001415252686;1.0171172618865967;47076;693
161;0.5217621326446533;0.8981130123138428;47076;683
161;0.6924381256103516;3.3759117126464844;47076;683
161;3.3788344860076904;4.243924140930176;47076;683
161;0.6009855270385742;1.6645410060882568;47076;683
161;0.6594235897064209;1.5362951755523682;47076;683
161;0.5132014751434326;0.9127013683319092;47076;683
161;0.5715188980102539;0.9379935264587402;47076;683
161;0.6955318450927734;1.4507184028625488;47076;683
161;2.1066834926605225;2.581423044204712;47076;683
161;0.7122988700866699;1.1852829456329346;47076;683
171;0.6804242134094238;1.891875982284546;47076;673
171;0.7174112796783447;1.124284267425537;47076;673
171;0.48359036445617676;0.9471950531005859;47076;673
171;0.5355803966522217;0.9276151657104492;47076;673
171;1.171233892440796;1.4943130016326904;47076;673
171;0.515801191329956;0.972041130065918;47076;673
171;0.959932804107666;1.7603483200073242;47076;673
171;0.6767675876617432;1.0838360786437988;47076;673
171;0.49341654777526855;0.9593126773834229;47076;673
171;0.5387485027313232;0.9804573059082031;47076;673
181;0.5655622482299805;1.583071231842041;47076;660
181;0.6286976337432861;1.3227424621582031;47076;660
181;0.7332730293273926;1.4543914794921875;47076;660
181;0.45597362518310547;1.1540865898132324;47076;660
181;0.7295961380004883;2.209097385406494;47076;660
181;0.9023289680480957;1.4263362884521484;47076;660
181;0.9096550941467285;1.705390453338623;47076;660
181;1.2066233158111572;1.650667667388916;47076;660
181;0.7406103610992432;1.140552043914795;47076;660
181;0.6280136108398438;1.3673253059387207;47076;660
191;0.9129865169525146;1.4242455959320068;47076;653
191;1.4239449501037598;2.161533832550049;47076;653
191;0.9125852584838867;1.2753920555114746;47076;653
191;0.626650333404541;1.3277370929718018;47076;653
191;0.7277226448059082;1.4908270835876465;47076;653
191;0.8783767223358154;2.7195920944213867;47076;653
191;0.5523138046264648;1.6906161308288574;47076;653
191;0.6638491153717041;1.4734339714050293;47076;653
191;1.1928892135620117;1.9642102718353271;47076;653
191;0.6772282123565674;1.4642510414123535;47076;653
201;1.0854792594909668;1.4103150367736816;47076;647
201;0.5393595695495605;1.4994659423828125;47076;647
201;0.7026591300964355;0.9934897422790527;47076;647
201;0.5669870376586914;1.6196749210357666;47076;647
201;0.4941670894622803;1.26674485206604;47076;647
201;2.482466220855713;3.918667793273926;47076;647
201;0.6926147937774658;1.5399911403656006;47076;647
201;1.9101316928863525;2.6295268535614014;47076;647
201;0.6553843021392822;1.0258228778839111;47076;647
201;2.4677035808563232;2.868813991546631;47076;647
211;3.9599030017852783;4.289918661117554;47076;640
211;1.6214399337768555;2.389866352081299;47076;640
211;0.4882171154022217;1.267566204071045;47076;640
211;0.6377322673797607;1.3663818836212158;47076;640
211;1.0274205207824707;1.8301551342010498;47076;640
211;0.589838981628418;1.401611328125;47076;640
211;0.7724738121032715;1.1231307983398438;47076;640
211;0.5111629962921143;1.2315189838409424;47076;640
211;0.6618573665618896;1.4922468662261963;47076;640
211;1.3672475814819336;3.2516250610351562;47076;640
221;0.6212100982666016;0.9978210926055908;47076;633
221;0.6483385562896729;1.4154634475708008;47076;633
221;0.7827684879302979;1.5378706455230713;47076;633
221;0.8170156478881836;1.1047000885009766;47076;633
221;0.5443804264068604;1.1967556476593018;47076;633
221;1.2281420230865479;1.9489636421203613;47076;633
221;0.5207371711730957;0.9243378639221191;47076;633
221;0.6859927177429199;1.519838809967041;47076;633
221;1.0224533081054688;1.8132750988006592;47076;633
221;0.564626932144165;0.92724609375;47076;633
231;0.5916421413421631;1.167414903640747;47076;630
231;0.506037712097168;1.5479485988616943;47076;630
231;0.6499273777008057;1.044785737991333;47076;630
231;0.945415735244751;1.2495512962341309;47076;630
231;23.1001455783844;24.26540470123291;47076;630
231;0.6045193672180176;1.3706822395324707;47076;630
231;1.2776696681976318;1.8721587657928467;47076;630
231;1.0526340007781982;1.8495845794677734;47076;630
231;0.5532565116882324;1.0114572048187256;47076;630
231;0.5942854881286621;1.3944425582885742;47076;630
241;0.798342227935791;1.3251855373382568;47076;627
241;0.8201441764831543;2.2946410179138184;47076;627
241;0.6929776668548584;1.0615894794464111;47076;627
241;0.9718060493469238;3.6107804775238037;47076;627
241;0.4970433712005615;1.2965500354766846;47076;627
241;0.6792171001434326;1.0575454235076904;47076;627
241;1.8428966999053955;2.3172075748443604;47076;627
241;0.8829505443572998;1.3142125606536865;47076;627
241;0.5742673873901367;0.9489858150482178;47076;627
241;0.5271267890930176;1.070526123046875;47076;627
251;0.537895917892456;0.9019558429718018;47076;625
251;1.188654899597168;2.001952886581421;47076;625
251;0.6580080986022949;1.056731939315796;47076;625
251;0.5912177562713623;0.961162805557251;47076;625
251;1.0085556507110596;1.438340187072754;47076;625
251;1.2836124897003174;1.7773585319519043;47076;625
251;0.6528539657592773;1.000964879989624;47076;625
251;1.405444622039795;1.7466518878936768;47076;625
251;0.6264047622680664;1.3488283157348633;47076;625
251;1.0144166946411133;1.2964370250701904;47076;625
261;0.6725718975067139;1.8507189750671387;47076;620
261;0.795968770980835;1.6466457843780518;47076;620
261;5.245106935501099;5.988029718399048;47076;620
261;1.885864019393921;2.419668436050415;47076;620
261;3.8027665615081787;4.177122116088867;47076;620
261;7.031691074371338;7.877994775772095;47076;620
261;0.5873382091522217;0.9139010906219482;47076;620
261;0.5262513160705566;0.9087762832641602;47076;620
261;0.5800421237945557;0.9268903732299805;47076;620
261;1.2012226581573486;1.8908131122589111;47076;620
271;0.8164620399475098;1.198030710220337;47076;615
271;0.720689058303833;1.0916056632995605;47076;615
271;0.6296877861022949;1.2963504791259766;47076;615
271;0.4710202217102051;0.7396905422210693;47076;615
271;1.6479086875915527;1.920255184173584;47076;615
271;0.4722292423248291;3.1294121742248535;47076;615
271;0.7346632480621338;1.0796823501586914;47076;615
271;0.5541141033172607;0.9100775718688965;47076;615
271;0.5808441638946533;1.0056195259094238;47076;615
271;0.6217072010040283;1.3388934135437012;47076;615
281;0.6137588024139404;0.9968116283416748;47076;615
281;1.0238378047943115;1.7464008331298828;47076;615
281;2.9223792552948;3.6358511447906494;47076;615
281;1.4160313606262207;2.209954023361206;47076;615
281;0.7344145774841309;1.1438865661621094;47076;615
281;1.2934529781341553;2.77341628074646;47076;615
281;1.5690810680389404;1.9290499687194824;47076;615
281;0.6775035858154297;1.4233863353729248;47076;615
281;0.6725614070892334;1.5037953853607178;47076;615
281;0.6743338108062744;1.4110438823699951;47076;615
291;0.7761311531066895;1.5177102088928223;47076;614
291;0.9439458847045898;1.8215880393981934;47076;614
291;0.7371888160705566;1.4972999095916748;47076;614
291;1.1572113037109375;1.8845114707946777;47076;614
291;1.9315447807312012;2.674276351928711;47076;614
291;0.609710693359375;1.0596144199371338;47076;614
291;0.6801755428314209;0.9982974529266357;47076;614
291;0.7071616649627686;1.9844896793365479;47076;614
291;1.1605863571166992;1.597973346710205;47076;614
291;0.754483699798584;1.633730411529541;47076;614
301;0.8613007068634033;2.0220541954040527;47076;613
301;0.8539228439331055;1.1709425449371338;47076;613
301;0.8092730045318604;1.534627914428711;47076;613
301;0.6269736289978027;0.9880368709564209;47076;613
301;0.5126981735229492;0.8974213600158691;47076;613
301;0.7521028518676758;1.430675745010376;47076;613
301;1.0259618759155273;1.3702237606048584;47076;613
301;0.6209542751312256;1.0155980587005615;47076;613
301;0.7270598411560059;1.5179204940795898;47076;613
301;1.0314619541168213;1.6262733936309814;47076;613
311;0.6478936672210693;1.5394999980926514;47076;611
311;0.6164016723632812;1.0473713874816895;47076;611
311;0.7413895130157471;2.1898412704467773;47076;611
311;0.7086091041564941;1.0865871906280518;47076;611
311;0.5154695510864258;0.9677700996398926;47076;611
311;0.7112503051757812;2.160806655883789;47076;611
311;0.880103349685669;1.7737491130828857;47076;611
311;0.7713303565979004;1.1415507793426514;47076;611
311;1.085564136505127;1.4832468032836914;47076;611
311;0.7087922096252441;1.6734952926635742;47076;611
321;1.0657830238342285;1.5130887031555176;47076;610
321;1.0404176712036133;1.3965864181518555;47076;610
321;0.8394055366516113;1.2216172218322754;47076;610
321;0.5978801250457764;0.9249303340911865;47076;610
321;0.6315393447875977;1.5817794799804688;47076;610
321;0.6215856075286865;1.596684455871582;47076;610
321;0.884084939956665;1.4625725746154785;47076;610
321;0.48897361755371094;0.8787107467651367;47076;610
321;0.7052922248840332;1.4496140480041504;47076;610
321;3.5972349643707275;3.9846413135528564;47076;610
331;0.8175890445709229;1.202676773071289;47076;609
331;0.7137069702148438;1.4172818660736084;47076;609
331;1.3298232555389404;1.696415662765503;47076;609
331;0.6617891788482666;1.5998120307922363;47076;609
331;0.8960587978363037;1.1892127990722656;47076;609
331;2.131892442703247;2.435234785079956;47076;609
331;0.663398027420044;1.021338701248169;47076;609
331;2.5539119243621826;3.7630629539489746;47076;609
331;3.190343141555786;4.0054967403411865;47076;609
331;0.6744663715362549;1.4414808750152588;47076;609
341;1.891157865524292;2.7410948276519775;47076;604
341;1.0954105854034424;1.8434545993804932;47076;604
341;0.5404212474822998;1.0191962718963623;47076;604
341;1.444180965423584;1.7735798358917236;47076;604
341;0.5732254981994629;0.934406042098999;47076;604
341;0.7352540493011475;1.5192584991455078;47076;604
341;0.5070586204528809;3.3510689735412598;47076;604
341;0.7339997291564941;1.0458641052246094;47076;604
341;1.1604790687561035;1.7717962265014648;47076;604
341;0.6827473640441895;3.2502527236938477;47076;604
351;0.7707047462463379;1.225480556488037;47076;602
351;0.7678694725036621;1.1525416374206543;47076;602
351;1.2227694988250732;1.5318093299865723;47076;602
351;0.6596274375915527;1.6427571773529053;47076;602
351;0.5409157276153564;1.4597210884094238;47076;602
351;0.9174375534057617;1.35892653465271;47076;602
351;0.5590415000915527;1.0757331848144531;47076;602
351;0.4697606563568115;0.7846331596374512;47076;602
351;0.5438616275787354;0.8383603096008301;47076;602
351;0.6256773471832275;0.923485279083252;47076;602
361;0.7255899906158447;1.004723072052002;47076;599
361;0.9423229694366455;1.3339362144470215;47076;599
361;0.6666488647460938;1.0080807209014893;47076;599
361;0.5513560771942139;1.059779167175293;47076;599
361;0.715989351272583;1.6230404376983643;47076;599
361;0.6811685562133789;1.4044320583343506;47076;599
361;4.026636838912964;4.36762809753418;47076;599
361;0.8132414817810059;1.5421500205993652;47076;599
361;0.5307321548461914;0.823728084564209;47076;599
361;2.7560248374938965;3.116488218307495;47076;599
371;0.4520232677459717;1.1631219387054443;47076;599
371;0.556093692779541;0.9330489635467529;47076;599
371;0.6779513359069824;0.9996373653411865;47076;599
371;0.6200952529907227;0.9409542083740234;47076;599
371;4.404843807220459;5.230518817901611;47076;599
371;0.8510992527008057;2.11495304107666;47076;599
371;4.701065540313721;5.007155418395996;47076;599
371;0.6026020050048828;0.9548125267028809;47076;599
371;0.6537203788757324;1.112896203994751;47076;599
371;1.1663038730621338;1.5588581562042236;47076;599
381;1.1977789402008057;1.5205090045928955;47076;597
381;0.7882707118988037;1.1697349548339844;47076;597
381;0.5841515064239502;0.8901183605194092;47076;597
381;0.6611690521240234;1.0615160465240479;47076;597
381;0.5520215034484863;0.8513336181640625;47076;597
381;0.6428558826446533;1.0228776931762695;47076;597
381;1.3317244052886963;1.8858826160430908;47076;597
381;0.5728759765625;0.8906192779541016;47076;597
381;0.6432247161865234;0.9581961631774902;47076;597
381;0.5121800899505615;0.8123738765716553;47076;597
391;0.5972199440002441;1.2337422370910645;47076;595
391;0.5629558563232422;0.8467388153076172;47076;595
391;0.6782276630401611;0.9566867351531982;47076;595
391;0.6680519580841064;2.0719215869903564;47076;595
391;0.696986198425293;1.1281471252441406;47076;595
391;0.8662207126617432;1.1553351879119873;47076;595
391;0.6262912750244141;0.9747567176818848;47076;595
391;0.7281811237335205;1.0545616149902344;47076;595
391;0.8062078952789307;1.1249079704284668;47076;595
391;0.4951610565185547;0.853588342666626;47076;595
401;0.5893163681030273;0.9263014793395996;47076;594
401;4.538923263549805;5.307171821594238;47076;594
401;2.1711137294769287;2.444485664367676;47076;594
401;3.339632749557495;4.052717685699463;47076;594
401;0.6976943016052246;5.530482769012451;47076;594
401;4.98752236366272;5.260456800460815;47076;594
401;1.032472848892212;1.3520362377166748;47076;594
401;1.8863675594329834;2.190737009048462;47076;594
401;3.5951452255249023;3.8666698932647705;47076;594
401;0.8023872375488281;1.1178898811340332;47076;594
411;1.9589159488677979;2.3099629878997803;47076;594
411;0.8430986404418945;1.2759432792663574;47076;594
411;0.6472125053405762;1.1641435623168945;47076;594
411;0.8468160629272461;1.6003141403198242;47076;594
411;0.764240026473999;2.4479691982269287;47076;594
411;0.906055212020874;1.791628360748291;47076;594
411;1.107889175415039;1.397296667098999;47076;594
411;1.010110855102539;1.97524094581604;47076;594
411;0.8355870246887207;1.2088239192962646;47076;594
411;0.6472353935241699;1.368906021118164;47076;594
421;0.7385711669921875;1.4828345775604248;47076;594
421;0.8620562553405762;1.612422227859497;47076;594
421;0.7683086395263672;1.1082615852355957;47076;594
421;1.1661887168884277;1.9053261280059814;47076;594
421;0.5689573287963867;0.860821008682251;47076;594
421;0.5289905071258545;1.1776556968688965;47076;594
421;0.642317533493042;0.9122171401977539;47076;594
421;0.7001092433929443;1.1594312191009521;47076;594
421;0.6989755630493164;1.6495602130889893;47076;594
421;0.7213876247406006;2.1882424354553223;47076;594
431;0.6093628406524658;1.5554072856903076;47076;594
431;1.0576934814453125;1.3865134716033936;47076;594
431;0.7769298553466797;1.1317522525787354;47076;594
431;0.5338788032531738;0.8648533821105957;47076;594
431;0.5702295303344727;1.2998073101043701;47076;594
431;1.1127536296844482;1.4512443542480469;47076;594
431;0.617631196975708;0.9505577087402344;47076;594
431;0.5469295978546143;1.3433871269226074;47076;594
431;0.7749712467193604;1.0882153511047363;47076;594
431;0.5111613273620605;0.9047198295593262;47076;594
441;3.137141704559326;3.743335008621216;47076;592
441;0.9469513893127441;1.7127487659454346;47076;592
441;4.390301704406738;4.859246015548706;47076;592
441;1.1021416187286377;1.9286649227142334;47076;592
441;1.95168137550354;2.296555519104004;47076;592
441;2.8039584159851074;3.4266517162323;47076;592
441;0.8707683086395264;1.179605484008789;47076;592
441;0.8212277889251709;1.1967566013336182;47076;592
441;0.7308535575866699;0.9901168346405029;47076;592
441;0.7767593860626221;1.5711772441864014;47076;592
451;1.0627048015594482;1.7458114624023438;47076;591
451;0.5340085029602051;2.0419509410858154;47076;591
451;1.0440292358398438;1.4030442237854004;47076;591
451;0.5256247520446777;1.3393666744232178;47076;591
451;0.5125224590301514;0.7956836223602295;47076;591
451;0.697817325592041;2.007371664047241;47076;591
451;0.9493880271911621;1.3391525745391846;47076;591
451;0.580925464630127;0.8998863697052002;47076;591
451;0.7151951789855957;1.0774433612823486;47076;591
451;1.2336292266845703;1.9312744140625;47076;591
461;0.5219144821166992;0.8858604431152344;47076;590
461;0.8484358787536621;1.4234557151794434;47076;590
461;0.5267369747161865;0.8211255073547363;47076;590
461;0.9202139377593994;1.2796361446380615;47076;590
461;0.4987070560455322;0.8685460090637207;47076;590
461;0.8609192371368408;1.115022897720337;47076;590
461;0.5019209384918213;1.2535326480865479;47076;590
461;0.5550920963287354;1.2538342475891113;47076;590
461;0.8683562278747559;1.2658283710479736;47076;590
461;2.1690547466278076;2.567967176437378;47076;590
471;0.500065803527832;0.8874397277832031;47076;589
471;1.035583257675171;1.834202766418457;47076;589
471;0.7023723125457764;0.9683828353881836;47076;589
471;0.5133781433105469;0.8005068302154541;47076;589
471;3.423093795776367;4.2517900466918945;47076;589
471;4.649825811386108;6.129478216171265;47076;589
471;1.9144737720489502;2.746426582336426;47076;589
471;0.603776216506958;1.5027892589569092;47076;589
471;0.812427282333374;1.1930019855499268;47076;589
471;1.969282627105713;2.5373215675354004;47076;589
481;2.705653667449951;3.073390007019043;47076;589
481;2.2112834453582764;2.740062713623047;47076;589
481;0.4691781997680664;1.191443920135498;47076;589
481;0.5385992527008057;0.8288660049438477;47076;589
481;0.5338587760925293;1.1879029273986816;47076;589
481;0.913093090057373;1.2741072177886963;47076;589
481;0.6176233291625977;1.1148645877838135;47076;589
481;0.4785027503967285;0.8825461864471436;47076;589
481;0.6557459831237793;0.9359378814697266;47076;589
481;0.7299447059631348;1.4571094512939453;47076;589
491;0.5337026119232178;1.3314130306243896;47076;589
491;0.6966736316680908;1.5843486785888672;47076;589
491;1.0446021556854248;2.660696268081665;47076;589
491;0.7120816707611084;1.0776381492614746;47076;589
491;0.6339340209960938;0.9379880428314209;47076;589
491;0.5664198398590088;1.0672569274902344;47076;589
491;0.7646007537841797;1.5248348712921143;47076;589
491;0.4915733337402344;0.7803747653961182;47076;589
491;0.5261354446411133;0.9137067794799805;47076;589
491;0.9104135036468506;1.2602043151855469;47076;589
